arm,workload,cache_state,entities,fields,source_sha256,source_bytes,nesting_scan_bytes,json_parser_deserializer_bytes,canonical_render_bytes,entity_records,formula_ast_nodes,reference_edges,formula_dependency_edges,serialized_spine_bytes,repetition,source_known_us,first_preview_us,semantic_or_scan_current_us
C-directory,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,992524,17,,,202460
C-structural,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,1320633,17,,,214131
A0,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,38016840,114050520,19012420,4000,0,0,0,0,17,,,394261
C-directory,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,992524,18,,,204555
C-structural,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,1320633,18,,,202828
A0,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,38016840,114050520,19012420,4000,0,0,0,0,18,,,343975
A1,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,0,18,122,284,181500
C-structural,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,1320633,19,,,203738
A0,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,38016840,114050520,19012420,4000,0,0,0,0,19,,,344280
A1,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,0,19,104,279,178609
C-directory,payload_unicode_long_record,os_cache_warm,4000,4000,c8c60efb9020aaba0719152be1c8bb5123b2987e32673f35ef81f63901a6d422,19012420,19008420,57025260,19012420,4000,0,0,0,992524,19,,,195937
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,0,,,212738
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,0,137,318,100431
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,0,,,143049
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,0,,,142389
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,1,129,325,103934
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,1,,,144184
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,1,,,144256
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,1,,,213475
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,2,,,144218
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,2,,,144159
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,2,,,207794
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,2,145,353,101257
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,3,,,142358
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,3,,,208798
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,3,136,315,99565
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,3,,,142722
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,4,,,208352
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,4,139,322,99806
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,4,,,142373
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,4,,,147906
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,5,115,308,124794
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,5,,,150754
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,5,,,147374
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,5,,,210400
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,6,,,148027
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,6,,,147278
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,6,,,209044
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,6,121,309,104922
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,7,,,147885
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,7,,,219758
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,7,128,339,101983
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,7,,,159028
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,8,,,212309
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,8,141,371,102253
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,8,,,149239
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,8,,,146738
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,9,131,336,98576
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,9,,,143716
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,9,,,144444
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,9,,,204350
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,10,,,143815
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,10,,,153340
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,10,,,209132
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,10,111,287,99716
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,11,,,142679
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,11,,,205088
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,11,123,307,99562
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,11,,,141682
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,12,,,208975
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,12,114,296,98793
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,12,,,143347
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,12,,,142422
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,13,108,385,100176
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,13,,,143391
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,13,,,143703
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,13,,,205274
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,14,,,143541
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,14,,,141792
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,14,,,207991
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,14,96,270,99547
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,15,,,143996
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,15,,,208121
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,15,149,345,100095
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,15,,,141684
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,16,,,205933
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,16,129,315,100754
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,16,,,144302
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,16,,,145107
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,17,90,271,99283
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,17,,,145413
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,17,,,143761
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,17,,,210426
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,18,,,159431
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,18,,,397051
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,18,,,236701
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,18,249,578,153456
C-structural,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,15033034,19,,,217600
A0,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,10639556,31918668,5323778,4000,0,64000,0,0,19,,,211848
A1,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,0,19,121,301,100087
C-directory,reference_heavy,os_cache_warm,4000,64000,56a40de80994da33baf9b8d62625b4d4e779d7d91eea782cfee8b68cc2e3b658,5323778,5319778,15959334,5323778,4000,0,64000,0,1016926,19,,,158046
A0,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,16249146,48747438,8128573,4000,124000,0,64000,0,0,,,368683
A1,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,0,0,117,276,171599
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,0,,,199537
C-structural,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,9595596,0,,,232340
A1,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,0,1,121,291,169551
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,1,,,219066
C-structural,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,9595596,1,,,248425
A0,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,16249146,48747438,8128573,4000,124000,0,64000,0,1,,,352344
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,2,,,196997
C-structural,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,9595596,2,,,230115
A0,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,16249146,48747438,8128573,4000,124000,0,64000,0,2,,,347793
A1,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,0,2,114,276,169911
C-structural,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,9595596,3,,,259257
A0,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,16249146,48747438,8128573,4000,124000,0,64000,0,3,,,418991
A1,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,0,3,155,343,170587
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,3,,,199259
A0,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,16249146,48747438,8128573,4000,124000,0,64000,0,4,,,351720
A1,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,0,4,104,261,171644
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,4,,,209843
C-structural,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,9595596,4,,,237560
A1,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,0,5,189,360,169618
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,5,,,200173
C-structural,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,9595596,5,,,233691
A0,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,16249146,48747438,8128573,4000,124000,0,64000,0,5,,,351761
C-directory,formula_edge_heavy,os_cache_warm,4000,8000,004e57326b70da9ed30cad50d0331dbcd340be025edaf6df60c748076713f881,8128573,8124573,24373719,8128573,4000,124000,0,64000,991489,6,,,200014
